	logFC	logCPM	F	PValue	FDR
SNORD17	0.179025648945635	6.16695017379943	0.695524330276118	0.407245081125284	0.948534249100704
CSNK1G2P1	0.436046857499243	0.717064078810556	0.740777731702957	0.407365540713702	0.948534249100704
RPL23P2	0.612641490505469	0.59798726231662	1.08629951297388	0.407365542583524	0.948534249100704
SLC25A22	0.1209894294561	6.5449617433562	0.694981823825363	0.407427134033278	0.948534249100704
PCDHA2	0.383608182300215	1.67418233152714	0.694813187546772	0.407483749142934	0.948534249100704
PROCR	0.525018869290878	0.217299851247343	0.694714055267346	0.407517035592853	0.948534249100704
OTUD3	0.128211859601579	5.83387008323113	0.694356257960413	0.407637209646573	0.948534249100704
YAE1	0.222384285548927	2.5425573358864	0.693940211401406	0.407777014092491	0.948534249100704
FAM207BP	0.498499056186007	0.548639688989192	0.693887727452561	0.407794655366255	0.948534249100704
PSMD8	0.153477908373537	6.4401133347326	0.693699137775285	0.4078580547987	0.948534249100704
PSMD7	-0.132424506117207	6.90329858538962	0.693697453440247	0.407858621098574	0.948534249100704
CNTD1	0.442814812016389	0.944107561864586	0.693064371152175	0.408071555958264	0.948534249100704
TET1	-0.159410236829751	3.74302696212918	0.692657687637102	0.408208429477932	0.948534249100704
SLC25A13	-0.254323414923609	2.32013839755061	0.692630834336652	0.408217469630518	0.948534249100704
LINC00336	0.489168101397163	0.464727677631933	0.692595534522877	0.408229353750443	0.948534249100704
DPEP2	0.511522706912047	0.213703405428904	0.692356294472616	0.408309910416242	0.948534249100704
FAM224B	-0.345128665142809	0.0645316175673841	2.49045507808474	0.408318055951769	0.948534249100704
PTPN11P1	0.2264270756135	2.75979666238934	0.692279669366655	0.408335716533343	0.948534249100704
BEND7	0.216337624463905	2.62824900293828	0.692175874059088	0.408370677003948	0.948534249100704
PHKG2	-0.142676747516201	4.7848933073971	0.692060108678062	0.408409674492765	0.948534249100704
SAR1B	-0.101169309000097	5.33258464939163	0.6919990486825	0.408430245792441	0.948534249100704
NOL11	0.200521457581598	3.74451693401544	0.691972710262566	0.408439119761798	0.948534249100704
CAMKV	0.102957373917147	7.83855801814888	0.691971699031706	0.408439460472516	0.948534249100704
ZNF548	0.147081564114973	4.13943520608572	0.691772995816273	0.408506417088852	0.948534249100704
SLC25A19	0.246058235762737	2.395790969416	0.691440150962408	0.408618611663868	0.948534249100704
KCMF1	0.157483685852975	5.3093481338626	0.691377838691203	0.408639620825843	0.948534249100704
RWDD2B	0.227283401551437	3.4088946561039	0.69113895478211	0.408720177624936	0.948534249100704
ERICH3	0.136745083783534	7.27508121179773	0.691023638271394	0.408759073277914	0.948534249100704
CTAGE11P	0.667625155073477	0.187099864348038	1.05938867042767	0.408827127671615	0.948534249100704
RPL17P48	-0.548242036785239	0.733587579174577	0.690006864576038	0.409102263835305	0.948534249100704
RAD18	0.172393765229332	3.36956989911052	0.690006715730992	0.409102314106156	0.948534249100704
CA7	0.179597319295076	2.95435838766073	0.689854352637471	0.409153777955427	0.948534249100704
NIPAL4	0.425915250850289	0.982745528137553	0.689701305814399	0.409205482436272	0.948534249100704
CASTOR3P	-0.105333592758584	6.2957746310655	0.689442695808955	0.409292871863633	0.948534249100704
PIGL	-0.179650242151164	3.42155040243093	0.689070112185848	0.409418824013276	0.948534249100704
STEAP2-AS1	0.503522051718127	0.299860457398222	0.688979075886464	0.409449607656859	0.948534249100704
CDK11B	-0.131121157765139	5.86120781412599	0.688953474873086	0.40945826518047	0.948534249100704
PDK1	0.141832248847202	4.09922658724138	0.688771860869509	0.409519689608381	0.948534249100704
RPL4P2	0.557025770359893	0.13301070951368	1.091724241801	0.409547888906757	0.948534249100704
RN7SKP96	0.47133101236439	0.590839432457175	0.688522525834944	0.40960404056914	0.948534249100704
YIPF5	0.184009932144956	4.63152078373394	0.688465719043912	0.409623262129741	0.948534249100704
USP18	0.381421634372572	1.35342958042169	0.688394410557706	0.409647392488749	0.948534249100704
MOCS3	-0.196415092002397	3.35328902456554	0.687836430620126	0.409836282534256	0.948534249100704
GCKR	-0.446827790232788	0.88739925872113	0.687714026213641	0.409877736789528	0.948534249100704
VPS51P9	-0.560872486970329	0.483953189445217	0.687224372913307	0.410043628300456	0.948534249100704
ZNF552	-0.278027471217759	2.74321117133085	0.686997350541179	0.410120575977086	0.948534249100704
FBXO11	0.121129359115685	6.9688942644378	0.686829241892505	0.410177569099921	0.948534249100704
RPS27P13	-0.577501839325761	0.44759267245136	0.68675738131175	0.410201935267449	0.948534249100704
RPL17P23	-0.47802425628396	0.212437665531142	0.800950555122566	0.410243123308678	0.948534249100704
NUDT4P2	0.196389708828985	4.98618008034448	0.686378270985237	0.410330517990266	0.948534249100704
RPL7AP47	-0.342065755635058	0.0520382167937753	2.58610897329364	0.410537803684009	0.948534249100704
ZSCAN9	-0.228658291553605	2.40492748233755	0.685752564403168	0.41054286996252	0.948534249100704
CDCA3	0.449762170958904	0.915036872175215	0.685549083570503	0.410611962441102	0.948534249100704
CNRIP1	0.146758332190972	5.77273811900611	0.685312993638629	0.410692149133261	0.948534249100704
RNF168	0.131874439590064	5.82130825868402	0.684687024737118	0.410904869087316	0.948534249100704
RBM43	0.296741675899523	1.78261203328662	0.684646534001376	0.410918634507706	0.948534249100704
UBE2NP1	-0.692009321735931	0.137589884235273	1.53062845843068	0.410980859841168	0.948534249100704
LRFN5	0.0983260747850061	6.59295158728058	0.684264419925899	0.411048573644252	0.948534249100704
ME1	0.133059790542507	4.82314445107492	0.68425630624046	0.411051333393195	0.948534249100704
SNORD115-38	-0.297307131997528	3.45634213912795	0.684135316085703	0.411092489663494	0.948534249100704
TBL3	-0.137029692528527	4.25455877052558	0.684005243434211	0.411136742305243	0.948534249100704
PCSK2	-0.121639393132937	6.94445461083953	0.683838032502181	0.411193640369732	0.948534249100704
BNIP5	0.499797104432	0.264268809578733	0.683811045549504	0.411202824513765	0.948534249100704
NXF2	0.653329875824315	0.12931873485211	1.54143785966389	0.4112088355126	0.948534249100704
BTBD3	0.140644079523542	6.55720359857185	0.683583429108925	0.411280298636762	0.948534249100704
DIRC3	-0.203725573134245	2.79134267978016	0.683582491290654	0.41128061788827	0.948534249100704
TEX264	-0.163381373538955	3.90058976886954	0.683543738000876	0.411293810581901	0.948534249100704
BMPR1AP2	0.473491923674846	1.01793030580405	0.683494938710722	0.411310424109723	0.948534249100704
NME2P1	-0.449986013961374	0.171373952948504	0.836924354510105	0.41145471439077	0.948534249100704
HSPB8	0.128909974251582	5.1193711542313	0.683063948213855	0.411457196586242	0.948534249100704
CCNI	-0.0978341883684104	7.3912082306146	0.68299938127422	0.411479191382109	0.948534249100704
GPKOW	0.128889419495164	4.55573835430796	0.682942304850767	0.411498635985572	0.948534249100704
RMDN3	-0.105195061811488	5.0409934186638	0.682884127536658	0.411518457046733	0.948534249100704
CTBP1	-0.10097808646609	7.123206332158	0.682869304001708	0.411523507665468	0.948534249100704
XPR1	0.167097019804744	5.55155425425789	0.682780039796496	0.411553923381895	0.948534249100704
CRTC1	0.122511632051141	6.56068654296077	0.682775062810968	0.411555619329188	0.948534249100704
C2orf80	0.203804162348699	3.77987356073566	0.682459215395474	0.411663268161618	0.948534249100704
FOXG1	-0.0811262844383939	7.00867765562067	0.68220793381518	0.411748941311728	0.948534249100704
PPP2R3B	0.245288149204843	2.21669587825773	0.682102991994835	0.411784728552845	0.948534249100704
PTPN1	0.115480399156118	4.87347869520105	0.682022222733469	0.411812275631885	0.948534249100704
MSANTD7	0.130698021843979	3.86949335159269	0.681931015800179	0.411843385877113	0.948534249100704
TFDP1P3	0.654463272292022	0.231568098239862	1.11876601768648	0.411898434706655	0.948534249100704
LINC01357	-0.432277530741006	1.10178483312732	0.681363523568319	0.41203703354113	0.948534249100704
PDE4C	-0.230613110215149	3.8625616450371	0.680829784326927	0.412219287544065	0.948534249100704
UGDH	0.207615169394734	2.6195217375943	0.680573243560066	0.41230693040418	0.948534249100704
SEC63P1	0.347926402724873	2.48132512179402	0.680338891053555	0.412387017328846	0.948534249100704
BICRA	-0.211891469535408	4.81654580484911	0.680216019209544	0.412429016465432	0.948534249100704
CAND2	-0.108732027099971	5.21430072807387	0.680207970021178	0.412431768001779	0.948534249100704
RPS7	0.130364477723539	5.34094003747553	0.679911493856064	0.41253313457943	0.948534249100704
WIZ	0.13845351683266	5.2273078037318	0.679527470442681	0.412664489277206	0.948534249100704
CMAS	-0.148287516219599	5.31890275187351	0.679238245301144	0.412763459592508	0.948534249100704
TDRD12	0.43691645019111	0.700058290769529	0.684536668763962	0.413119794979629	0.948534249100704
EXOG	0.119641920153865	4.13068097333948	0.753161627338348	0.413165247713086	0.948534249100704
LINC02019	-0.475655001726947	0.194489338246083	0.680670451869901	0.413181065785193	0.948534249100704
HHATL	-0.189701109417859	3.78464529583777	0.677964510221393	0.413199742819501	0.948534249100704
RBBP4P1	0.253879873416489	2.20132271571593	0.677774293491515	0.413264955506555	0.948534249100704
PRPF4BP1	0.362186756239427	0.0452790510491873	2.7674179286536	0.413276320941736	0.948534249100704
FABP7P2	0.462710685144504	0.137229146588255	0.804304678520584	0.413481738382976	0.948534249100704
PRKAR1B-AS1	0.48965604632447	0.165292828432051	0.795331337013125	0.413481747535591	0.948534249100704
LINC03018	0.444682668633035	0.0830832997866427	0.902906178256677	0.413481753391171	0.948534249100704
TDRD6-AS1	0.536747002625277	0.132110973649187	1.1237100382654	0.413481753738702	0.948534249100704
RNF14P3	0.615577500265722	0.166153531187892	1.22181021090672	0.413481754157292	0.948534249100704
TRAPPC3L	0.50336479134556	0.126743371727557	1.05384540645557	0.413481758696177	0.948534249100704
RPS10P20	0.469796609077611	0.108773029306027	0.970928884896856	0.41348176179875	0.948534249100704
RPS7P6	0.471024471046213	0.109967070445887	0.897523851738323	0.413481763269421	0.948534249100704
SRD5A1P1	0.502021600353676	0.107765188835194	1.19733291478655	0.413481763927673	0.948534249100704
HSD17B2	0.592193908570819	0.111901720887231	1.15259345844008	0.413481765148494	0.948534249100704
ENPP7P9	0.592261744898572	0.386252313481055	0.751341914741305	0.413481766082248	0.948534249100704
LHX1	0.664771489301658	0.169724548510529	1.27134462450725	0.413481766657741	0.948534249100704
KCNK18	0.572195352203339	0.117771023687106	1.28195218563979	0.413481767085098	0.948534249100704
MTND6P25	0.599743030746464	0.229097539837048	0.935884943140505	0.413481767389629	0.948534249100704
KRT8P26	0.564654733817162	0.246029276466492	0.971087662533352	0.413481767798827	0.948534249100704
IGHG2	0.669851429322874	0.10076058582738	1.62178360051379	0.413481769831321	0.948534249100704
LINC02156	0.630276347263304	0.17334216110184	1.14014263900815	0.41348177143872	0.948534249100704
ZNF503-AS1	0.600213779383619	0.184220879160656	1.02809800558398	0.413481772439933	0.948534249100704
HAS2	0.631634449992997	0.170032576141861	1.43784512515175	0.413481772559108	0.948534249100704
PEAK3	0.654954103054039	0.170012344236399	1.24137798085842	0.413481773854827	0.948534249100704
NCAPD2P1	0.699332018765397	0.107892340333275	1.44060833053387	0.413481780414081	0.948534249100704
C16orf54	0.625094534664243	0.150107391108645	1.1932921820721	0.413481781723627	0.948534249100704
UBXN2AP1	0.735726046035854	0.122357416975826	1.67165497724058	0.413481787916043	0.948534249100704
FREY1	0.735983461158026	0.176813455480363	1.36952972382823	0.413481787987333	0.948534249100704
HNF1A	0.779173020951038	0.187394567791265	1.5021931225636	0.413481794785341	0.948534249100704
OR7E55P	0.792029887421115	0.176002553492511	1.27866705623046	0.413481798775809	0.948534249100704
DRD3	0.783519168464054	0.167104763300284	1.39758967866332	0.413481800373681	0.948534249100704
EFCAB14P1	0.578846090655068	0.166722806721585	1.03833906955277	0.413491863443493	0.948534249100704
RPL23AP1	0.485231062987064	0.326472025214144	0.676437829304018	0.413723574463852	0.948534249100704
LINC00345	0.481466376185942	0.217864662959872	0.706455367602109	0.413896958006455	0.948534249100704
CLDN23	0.549379493087279	0.19218652781072	0.914988627073504	0.413896960350862	0.948534249100704
POU2F1-DT	0.625367451600222	0.245642382492688	1.11442738825746	0.413896971089139	0.948534249100704
SYNGAP1-AS1	0.621447180348036	0.210468918761308	0.990556570889301	0.413896973633942	0.948534249100704
RN7SL124P	0.67071276017158	0.283730477130141	0.927499307504633	0.413896973995456	0.948534249100704
LINC01085	0.61165819190662	0.305759551147605	0.837390720793514	0.413896975178447	0.948534249100704
STK11IP	0.19902114320859	4.44788361213739	0.675771715451872	0.41395244131299	0.948534249100704
XKRX	0.499128135488974	0.44047162037534	0.689072039756174	0.413996592048209	0.948534249100704
LINC02728	-0.7069227635559	0.558880570750261	1.35004131273736	0.414066023809802	0.948534249100704
RCN3	0.292662836343578	2.12233918939896	0.675179273614016	0.414156154733851	0.948534249100704
NAA10	-0.139208904259877	5.42580598750954	0.675148822571337	0.414166629496001	0.948534249100704
TPBGL-AS1	0.209970683123321	3.31607360312813	0.674796818673022	0.414287743040998	0.948534249100704
IQCD	0.358474397969422	1.55376835092538	0.674746464345478	0.414305072725807	0.948534249100704
TIMMDC1	0.174301959166142	4.24937553505896	0.674689411220491	0.414324709145281	0.948534249100704
TMEM135	0.132765773485796	4.73974878831147	0.674334060805869	0.414447044239228	0.948534249100704
ZNF646	0.151670203884239	4.88471629072193	0.674205939097476	0.414491165460957	0.948534249100704
BUB3P1	0.556458264665158	0.103230078607548	1.85334831249643	0.414712544287246	0.948534249100704
C6orf62	-0.123636038574461	5.55074096832931	0.673512633667861	0.414730040821493	0.948534249100704
MAP4K3	0.111077517786092	5.59730920901881	0.673473475165689	0.414743538863	0.948534249100704
CKMT2	-0.32501027699295	1.21937580566733	0.673442736691488	0.414754134959083	0.948534249100704
TEAD4	0.409055089848157	0.826726363793522	0.672856384269242	0.414956338684492	0.948534249100704
ATF5	0.190798027106542	2.91252315712739	0.672730185326329	0.414999877722254	0.948534249100704
ADAT3	-0.463711349911345	1.26713801375034	0.672689661681248	0.415013859960815	0.948534249100704
MAPRE1P3	0.416394587380654	1.14594071465677	0.672415524693464	0.415108466458341	0.948534249100704
RPL13AP2	0.39346296548776	1.07441481010852	0.672125456740412	0.415208606030991	0.948534249100704
SETDB1	0.113821414935975	4.75804175910896	0.671992509966691	0.415254515076306	0.948534249100704
MRPL58	-0.231276814328302	2.67441078873844	0.6719684738234	0.415262816025042	0.948534249100704
PNMA2	0.141760307915494	9.10087984166977	0.671843008895112	0.415306149723587	0.948534249100704
MST1P2	-0.448019633723591	1.02513161220784	0.671629507209636	0.415379905575864	0.948534249100704
PCDH7	0.106930720807597	7.82204212272432	0.671346326457642	0.415477762912616	0.948534249100704
PRORP	0.163535000507038	3.98413799405155	0.671066809135862	0.415574388195821	0.948534249100704
FRK	-0.268694911606812	2.20805609734872	0.670451065653123	0.415787361137281	0.948534249100704
VEZT	-0.107968587132552	6.13134159282462	0.670347191832596	0.415823305080284	0.948534249100704
ABRA	-0.45107360514802	0.407432235361194	0.6699896545301	0.415947061021291	0.948534249100704
TMEM81	-0.273422503988178	2.03454551637911	0.669954842119308	0.415959113744151	0.948534249100704
PLCG1	0.0906201366320717	6.90926027774708	0.66947108132975	0.41612665523606	0.948534249100704
SUCLA2	-0.21188501625626	5.6616445803631	0.66924552724038	0.416204806286986	0.948534249100704
TWF1P1	0.37389800341262	1.46611410486838	0.669088712980475	0.416259153016854	0.948534249100704
GAL3ST1	0.279847370768466	2.18440277931355	0.669027625740027	0.416280326753226	0.948534249100704
RPL9P3	-0.467669637353057	0.136506969110561	0.945348983941873	0.416299996030682	0.948534249100704
MIS12	0.214192653114181	2.76217844221187	0.668901203075807	0.416324151843815	0.948534249100704
FSIP2	-0.384743235172355	1.69768398002047	0.668646785492774	0.416412368050562	0.948534249100704
DIS3L-AS1	0.579609917091934	0.568074889139893	0.66842089001552	0.416490718084221	0.948534249100704
HIP1R	-0.139577845817185	6.3636864346626	0.668271702592095	0.416542474680857	0.948534249100704
FAM78B	-0.119520807360386	4.52649915504601	0.668194690182565	0.416569195861124	0.948534249100704
CRYGS	-0.341135926111385	1.1802302213534	0.668103837370716	0.41660072258837	0.948534249100704
ABHD17B	0.116668009352786	4.27206238359972	0.668056637558461	0.416617102753816	0.948534249100704
LSM5	0.245456745219323	3.52103167380516	0.667883646790384	0.416677145528327	0.948534249100704
RERG	0.226589747636626	2.62288951278405	0.66772604625585	0.41673185787243	0.948534249100704
SLC16A10	0.206451204406233	2.76729205908063	0.667569360491789	0.416786263342811	0.948534249100704
MED24	0.0902357483318443	5.73112838221447	0.667473028061112	0.416819717824306	0.948534249100704
MAK16	-0.212851092751407	3.88274248637931	0.666981922079226	0.416990332616602	0.948534249100704
SNHG14	0.144976659231358	12.964851377675	0.666968539162378	0.416994983434937	0.948534249100704
PYGB	-0.101075020183994	7.04816594112771	0.666952378176119	0.417000599789152	0.948534249100704
PPM1K-DT	0.455170321101757	0.937912907113355	0.666398369327611	0.417193200724397	0.948534249100704
TWF1	0.140831793649464	4.16072994572024	0.666222111587332	0.417254504682336	0.948534249100704
ARPC3P3	-0.532365226749174	0.347116058896382	0.847044630303275	0.41728190038433	0.948534249100704
PSMC1P4	-0.328654581852229	0.12146065194599	1.23415567087645	0.417304830641343	0.948534249100704
HNRNPA1P63	-0.333348978808928	0.0894359011779768	1.84921589499529	0.417304839240628	0.948534249100704
EPHA10	-0.137588214342503	5.0338656360712	0.665986985840621	0.417336304518697	0.948534249100704
ORC2	0.139788652932583	4.44422004774016	0.665761374315998	0.417414817037323	0.948534249100704
SNORA47	0.329701768043845	1.33791021400197	0.66568918251707	0.417439944379106	0.948534249100704
GOSR1	0.0986774441776681	5.33613172828121	0.665665084216185	0.417448332628151	0.948534249100704
MAPK7	0.167643304053166	3.54790446334955	0.665623227502779	0.41746290291064	0.948534249100704
TXNL1	0.152802490314246	6.53762521779533	0.665332316186602	0.417564189992569	0.948534249100704
RNU1-139P	-0.590185170619233	0.380714170421243	0.665218531027511	0.41760381681551	0.948534249100704
CRABP1	-0.481458905219718	1.15358129335325	0.665073153233141	0.417654454318998	0.948534249100704
HSP90AA1	0.188012356005024	10.8891841432264	0.66499301358529	0.417682372239132	0.948534249100704
WWC3	-0.130132248344938	4.67812817079371	0.664925161337865	0.41770601184207	0.948534249100704
GMPSP1	0.54938743798967	0.335713787518272	0.955246973971308	0.417773251128504	0.948534249100704
PARP10	0.291209494453515	2.78598509570608	0.664686427317933	0.417789202348932	0.948534249100704
NR2F6	0.143957166400409	4.10723498899191	0.664636160438151	0.417806721784948	0.948534249100704
OXCT1-AS1	-0.38038566299501	0.869713380540018	0.664560747264822	0.417833007491384	0.948534249100704
GTF3C6	0.217601761150114	2.69025967106323	0.664162276759892	0.417971938043428	0.948534249100704
LINS1	0.146667692189777	3.7564559549843	0.664126621243697	0.417984373067443	0.948534249100704
LINC01586	0.426572744164591	0.59533270359475	0.6908356358906	0.418032974028792	0.948534249100704
ZCCHC7	-0.130569423324816	4.12539722893402	0.6634828625304	0.418208982644763	0.948534249100704
BMS1P4-AGAP5	0.685675718074379	1.36573356424862	0.663453568336186	0.41821920780773	0.948534249100704
TFAP2D	0.492700571189879	0.199245107139493	0.664978411124629	0.418248595293787	0.948534249100704
CHST10	-0.107876806653539	5.22100644983482	0.663317988015061	0.418266537133029	0.948534249100704
SSB	0.168725349230262	5.64649427421063	0.663084105230415	0.418348201519344	0.948534249100704
CFC1B	-0.381275146915509	0.937557582758176	0.663025181409333	0.418368779617591	0.948534249100704
RFX6	-0.639256860187735	0.31434570119689	0.877013619488548	0.418431735958109	0.948534249100704
MAST3-AS1	-0.566290387077568	0.404364831251603	0.75779779200323	0.418431737187426	0.948534249100704
SLC49A3	-0.43815562786367	1.03536330440061	0.662789152119927	0.418451223934121	0.948534249100704
KCND1	0.171164467231962	3.27489191605369	0.662762258967215	0.418460619183095	0.948534249100704
LINC00390	0.264667170858309	2.36771242306435	0.662676059789896	0.418490735410215	0.948534249100704
PRKRIP1	0.103168931193225	5.08851682027169	0.662609823045359	0.418513879389379	0.948534249100704
SERF1B	-0.279756289059424	4.28471361394182	0.662150483503733	0.418674431630838	0.948534249100704
SCARNA5	0.177815460572159	6.3761004959169	0.662029094936545	0.41871687588358	0.948534249100704
BMP7	0.215585969657003	3.33861895606932	0.661964028557511	0.418739629407557	0.948534249100704
MCAT	-0.149878829604414	3.51951950177052	0.661866418214205	0.418773766953861	0.948534249100704
METTL18	-0.36866335198029	1.29238493066746	0.661769232770959	0.418807760063215	0.948534249100704
ODR4	0.137755480280941	4.56608732949217	0.661729723144197	0.418821580760036	0.948534249100704
DUSP5P1	0.497807995297429	0.832694828905655	0.661491700815754	0.418904856890633	0.948534249100704
MIR3659HG	-0.379889186369928	0.924563194974552	0.661465855081318	0.418913900958475	0.948534249100704
MAD2L1	0.274671924318752	2.36188031751141	0.661338710603163	0.418958396269275	0.948534249100704
NUDT21	0.180355633086637	6.11648730005991	0.661313605346426	0.418967182912939	0.948534249100704
CDH24	-0.248197807836528	3.38246765920211	0.661007911608243	0.419074195609006	0.948534249100704
RAB9A	0.228491323549533	3.10026787572107	0.661005816651708	0.419074929122165	0.948534249100704
SHLD2P3	-0.552013815492338	0.443082617366592	0.660762267774929	0.419160216778896	0.948534249100704
NPHP4	-0.171575124338324	5.39929975691192	0.660237146246051	0.419344196551798	0.948534249100704
CLDN15	0.35769517138459	1.68934294897572	0.660043334141265	0.41941213064767	0.948534249100704
JUN-DT	0.24114359598461	2.11174923839374	0.65986870804009	0.419473353966428	0.948534249100704
CD99L2	-0.105365019551911	7.8800843772536	0.659855016988478	0.41947815457226	0.948534249100704
FTLP2	-0.330431500680407	0.0857277005104004	1.93206476319301	0.419597287100395	0.948534249100704
RNY4P18	-0.348274965618776	0.0666479429564182	2.05854115271416	0.419597336614504	0.948534249100704
FAM174A-DT	0.485398816325412	0.257220416213314	0.659424551175054	0.419629134591281	0.948534249100704
PLEKHA2	0.114809373836648	5.51042896617701	0.659291478129789	0.419675824730013	0.948534249100704
DCAF13P2	-0.575311270460774	0.430123396551941	0.790089267915114	0.419730947660157	0.948534249100704
TRAF7	0.124292099456069	4.93220607144125	0.658983997611265	0.41978373761573	0.948534249100704
TLCD4-RWDD3	0.491551109863016	1.15714086381195	0.658945258813277	0.419797336292589	0.948534249100704
TGFBR3L	-0.195499901257783	3.03503537594123	0.658905224945568	0.419811390282502	0.948534249100704
PCNPP5	0.436851061530302	0.630349553947168	0.658900226465864	0.419813145061205	0.948534249100704
SUDS3P1	-0.296028800484333	2.40436055605666	0.658667019343395	0.419895027634484	0.948534249100704
CEP350	0.081073526606227	6.94079732179004	0.657702314184752	0.420234006443581	0.948534249100704
CATSPER2	0.131908344322496	5.53592849567204	0.657460447476742	0.420319058493864	0.948534249100704
PSIP1	0.164234550832854	7.88339033292676	0.656576865036968	0.420629989849224	0.948534249100704
ECT2	0.251642500752051	3.22209091827596	0.656373654166554	0.420701548576157	0.948534249100704
RALGAPA1P1	0.126413647791537	4.89690518691578	0.65602608140533	0.420823985560273	0.948534249100704
NECTIN3	0.150521674221817	4.60986082865677	0.655854992313752	0.42088427366584	0.948534249100704
EIF3A	-0.121710889478731	8.21104768530719	0.655551341505353	0.420991305794337	0.948534249100704
ZNF584	0.159033520584296	3.46556144320759	0.655456952027352	0.421024584977303	0.948534249100704
SLC2A1-DT	0.248786003865754	2.53238758309497	0.65530480871426	0.421078234971818	0.948534249100704
HAGH	-0.0990984613099458	6.02947164940914	0.655091625698765	0.421153426655776	0.948534249100704
GNAQP1	0.320507721452698	1.61424223043509	0.654837759687339	0.421242994092725	0.948534249100704
CUL1P1	0.53216715797959	0.601401729393333	0.654545380930757	0.421346185035942	0.948534249100704
MARVELD2	-0.42797636346593	0.724688413724497	0.654498875788391	0.421362601889718	0.948534249100704
NAB2	-0.118611454296144	5.04289429359981	0.65445029321527	0.421379753133316	0.948534249100704
LINC02916	-0.486404717012058	0.436846637051793	0.654258317734901	0.421447537107667	0.948534249100704
GNB1L	0.263862155466617	3.37689167992462	0.653854615824341	0.421590132647494	0.948534249100704
MRRF	-0.129826967209143	3.83359704517671	0.653848664556667	0.421592235299154	0.948534249100704
SNORD116-26	-0.341975194950852	2.56445579120448	0.653787912525058	0.421613700601389	0.948534249100704
RPS7P14	-0.596434555508263	0.0982786164913588	1.35018242358633	0.42163356517537	0.948534249100704
GSK3B-DT	0.287745951496215	1.81090376209814	0.653618084165054	0.42167371422849	0.948534249100704
TSR2	-0.132981231788209	5.46231428287361	0.653400245670361	0.421750712502519	0.948534249100704
FOXD4L6	0.402623933761199	1.71437636862452	0.653151027345775	0.421838828531111	0.948534249100704
TRGV4	-0.308041233107512	0.117638766658583	1.3135307310238	0.421908524341527	0.948534249100704
NOX4P1	-0.307658660812389	0.0770085956977145	1.78975232352675	0.421908524341527	0.948534249100704
CT47C1	-0.307658660812389	0.0779118700399923	1.71274298045726	0.421908524341527	0.948534249100704
CWH43	-0.307658660812389	0.0512741062522269	2.96777353091307	0.421908524341528	0.948534249100704
KANK1P1	-0.307658660812389	0.0603687230473851	2.11992645113089	0.421908524341528	0.948534249100704
SLC36A3	-0.307658660812389	0.0512894005134291	2.14376393516749	0.421908524341528	0.948534249100704
OR52V1P	-0.308295905891504	0.143446186736668	1.60339955133074	0.421908524341528	0.948534249100704
RN7SL310P	-0.307921195329358	0.106096328068232	1.6090232647674	0.421908524341528	0.948534249100704
GUCY1B2	-0.307899769662619	0.104075659373172	1.19382144885995	0.421908524341528	0.948534249100704
RPL6P24	-0.307658660812389	0.0723291197372235	2.24644179388045	0.421908524341528	0.948534249100704
DYTN	-0.307658660812389	0.0817500843656944	1.59799911758365	0.421908524341528	0.948534249100704
RPL7AP2	-0.307658660812389	0.0519614375682196	2.39922015458021	0.421908524341528	0.948534249100704
NPM1P23	-0.307658660812389	0.0522725277304212	2.33300129476902	0.421908524341528	0.948534249100704
AKIRIN2P1	-0.307658660812389	0.0639454015073529	2.11595211387386	0.421908524341528	0.948534249100704
METTL5P1	-0.307658660812389	0.0574891487932075	2.5770673947488	0.421908524341528	0.948534249100704
SEBOX	-0.307658660812389	0.0746238684407571	1.45700296647261	0.421908524341528	0.948534249100704
MYO5BP1	-0.307658660812389	0.0586181375830018	2.30888582067246	0.421908524341528	0.948534249100704
BPIFA3	-0.307658660812389	0.0384682900847172	2.63635740946653	0.421908524341529	0.948534249100704
OR14K1	-0.307658660812389	0.0384682900847172	2.63635740946653	0.421908524341529	0.948534249100704
PRKACG	-0.307658660812389	0.0384682900847172	2.63635740946653	0.421908524341529	0.948534249100704
PRSS37	-0.307658660812389	0.0512378825582749	2.53597892134875	0.421908524341529	0.948534249100704
RPL12P13	-0.307658660812389	0.0384682900847172	2.63635740946653	0.421908524341529	0.948534249100704
VN2R1P	-0.307658660812389	0.0384682900847172	2.63635740946653	0.421908524341529	0.948534249100704
EEF1A1P27	-0.307658660812389	0.0384682900847172	2.63635740946653	0.421908524341529	0.948534249100704
C3orf22	-0.307658660812389	0.0384682900847172	2.63635740946653	0.421908524341529	0.948534249100704
SPDYE4	-0.307658660812389	0.0384682900847172	2.63635740946653	0.421908524341529	0.948534249100704
GAPDHP30	-0.307658660812389	0.0384682900847172	2.63635740946653	0.421908524341529	0.948534249100704
KRTAP5-3	-0.307658660812389	0.0508896079030973	2.2008337220693	0.421908524341529	0.948534249100704
RNU6-834P	-0.307658660812389	0.0384682900847172	2.63635740946653	0.421908524341529	0.948534249100704
SNORA1B	-0.307658660812389	0.0384682900847172	2.63635740946653	0.421908524341529	0.948534249100704
RNA5SP126	-0.307658660812389	0.0384682900847172	2.63635740946653	0.421908524341529	0.948534249100704
CXorf66	-0.307658660812389	0.0384682900847172	2.63635740946653	0.421908524341529	0.948534249100704
RNA5SP300	-0.307658660812389	0.0384682900847172	2.63635740946653	0.421908524341529	0.948534249100704
